layer,head,openness,switchiness,frac_closed,ch_lo_frac,ch_hi_frac,min_ch_mean,n_ch_mean_lt_01
30,23,0.2542,0.0624,0.0025,0.1037,0.0,0.0584,5
30,24,0.2607,0.059,0.0001,0.0624,0.0,0.0873,1
30,25,0.3121,0.0502,0.0,0.1478,0.0,0.0313,17
30,26,0.2185,0.0685,0.022,0.1083,0.0,0.0542,2
30,27,0.4077,0.0352,0.0,0.0001,0.0001,0.2049,0
30,28,0.1941,0.044,0.0192,0.1581,0.0,0.0635,6
30,29,0.2593,0.0591,0.0032,0.1166,0.0,0.0371,9
30,30,0.1908,0.0544,0.0277,0.1753,0.0,0.062,7
30,31,0.1285,0.0473,0.2958,0.4337,0.0,0.0426,38
31,0,0.229,0.0792,0.0313,0.0644,0.0,0.1466,0
31,1,0.191,0.0822,0.1153,0.1932,0.0,0.1094,0
31,2,0.1486,0.0578,0.2141,0.2888,0.0,0.0498,5
31,3,0.152,0.0643,0.2244,0.2848,0.0,0.0227,7
31,4,0.1699,0.0718,0.1621,0.2195,0.0,0.007,5
31,5,0.18,0.0615,0.0904,0.1591,0.0,0.0256,4
31,6,0.1459,0.0653,0.2665,0.3637,0.0,0.0776,23
31,7,0.1697,0.0753,0.1681,0.2636,0.0,0.0664,5
31,8,0.1826,0.0652,0.0653,0.1807,0.0,0.0908,3
31,9,0.1816,0.0717,0.1264,0.1851,0.0,0.0956,2
31,10,0.1901,0.0741,0.0895,0.1745,0.0,0.1032,0
31,11,0.161,0.0567,0.1261,0.2049,0.0,0.016,4
31,12,0.223,0.0848,0.0587,0.1242,0.0,0.0943,2
31,13,0.2382,0.0988,0.0446,0.0987,0.0,0.1503,0
31,14,0.202,0.0614,0.0303,0.0915,0.0,0.0571,4
31,15,0.1632,0.063,0.1538,0.2231,0.0,0.0591,4
31,16,0.1479,0.0587,0.2035,0.2967,0.0,0.0615,6
31,17,0.4371,0.1086,0.0,0.0156,0.0,0.0705,1
31,18,0.2547,0.0974,0.0227,0.103,0.0002,0.0726,2
31,19,0.335,0.1429,0.0135,0.069,0.0,0.0377,2
31,20,0.1621,0.0514,0.077,0.202,0.0,0.0308,3
31,21,0.1699,0.0651,0.1581,0.3296,0.0,0.0311,25
31,22,0.2175,0.0869,0.0559,0.126,0.0,0.093,1
31,23,0.1354,0.0479,0.2387,0.3471,0.0,0.053,19
31,24,0.1334,0.0392,0.1935,0.3661,0.0,0.0288,26
31,25,0.237,0.0729,0.0254,0.0858,0.0,0.0646,2
31,26,0.1952,0.0604,0.0354,0.1246,0.0,0.0233,3
31,27,0.134,0.0378,0.1932,0.4814,0.0,0.0139,50
31,28,0.2288,0.0607,0.0129,0.08,0.0,0.1067,0
31,29,0.1126,0.037,0.4313,0.5089,0.0,0.0237,49
31,30,0.0868,0.0346,0.7595,0.7119,0.0,0.0302,97
31,31,0.2768,0.0898,0.0049,0.0457,0.0,0.1264,0
32,0,0.3096,0.1008,0.0205,0.1327,0.0001,0.0181,6
32,1,0.1627,0.0401,0.0735,0.3961,0.0,0.0143,40
32,2,0.145,0.0323,0.088,0.3912,0.0,0.0188,34
32,3,0.1428,0.0608,0.2764,0.38,0.0,0.0344,20
32,4,0.1172,0.0311,0.296,0.5554,0.0,0.0188,55
32,5,0.1284,0.0512,0.322,0.5288,0.0,0.017,46
32,6,0.1558,0.0419,0.1019,0.3815,0.0,0.0188,32
32,7,0.0849,0.0393,0.733,0.7151,0.0,0.0108,93
32,8,0.3019,0.072,0.0001,0.0681,0.0001,0.0468,1
32,9,0.1136,0.0307,0.3078,0.5743,0.0,0.0204,68
32,10,0.1939,0.0458,0.0363,0.3352,0.0,0.0108,31
32,11,0.1865,0.0687,0.0805,0.2278,0.0,0.073,8
32,12,0.0992,0.0396,0.6314,0.6167,0.0,0.0166,66
32,13,0.2369,0.054,0.0024,0.1434,0.0,0.044,9
32,14,0.1779,0.0538,0.0607,0.2467,0.0,0.0391,15
32,15,0.4247,0.0357,0.0,0.0139,0.0,0.09,1
32,16,0.1907,0.0426,0.0002,0.2803,0.0,0.0414,20
32,17,0.1945,0.0627,0.0295,0.1796,0.0,0.0842,5
32,18,0.2133,0.0502,0.0066,0.1341,0.0,0.0454,2
32,19,0.2677,0.077,0.0063,0.0516,0.0,0.1531,0
32,20,0.223,0.0659,0.0134,0.1173,0.0,0.0896,3
32,21,0.2446,0.0759,0.0153,0.0767,0.0,0.1078,0
32,22,0.2808,0.0864,0.0003,0.0382,0.0,0.0836,1
32,23,0.2656,0.093,0.0006,0.0343,0.0,0.0625,1
32,24,0.2242,0.0502,0.0019,0.1166,0.0,0.0433,7
32,25,0.2625,0.0366,0.0,0.0621,0.0,0.0709,1
32,26,0.2075,0.0722,0.0325,0.142,0.0,0.1111,0
32,27,0.26,0.0747,0.0004,0.0974,0.0,0.1001,0
32,28,0.2163,0.0499,0.0013,0.2512,0.0,0.0319,17
32,29,0.1956,0.0488,0.0141,0.1196,0.0,0.1006,0
32,30,0.2241,0.0569,0.0053,0.1192,0.0,0.0699,3
32,31,0.4121,0.0711,0.0,0.0003,0.0004,0.2807,0
33,0,0.246,0.0579,0.0056,0.0642,0.0,0.0209,3
33,1,0.182,0.0638,0.0725,0.1609,0.0,0.0537,8
33,2,0.35,0.0792,0.0,0.0055,0.0003,0.1266,0
33,3,0.2428,0.0881,0.0155,0.0575,0.0,0.168,0
33,4,0.3171,0.0858,0.0008,0.0137,0.0,0.1198,0
33,5,0.1336,0.0345,0.1488,0.4141,0.0,0.0272,34
33,6,0.0637,0.0092,0.9973,0.8595,0.0,0.0213,118
33,7,0.0748,0.017,0.9328,0.7709,0.0,0.0166,103
33,8,0.248,0.0667,0.0021,0.0571,0.0,0.0277,2
33,9,0.2337,0.0868,0.0508,0.1202,0.0,0.0972,1
33,10,0.0804,0.0182,0.8678,0.7355,0.0,0.021,99
33,11,0.1961,0.039,0.0015,0.2048,0.0001,0.0396,11
33,12,0.5385,0.0609,0.0,0.0,0.0003,0.3795,0
33,13,0.253,0.0851,0.0077,0.0731,0.0,0.0778,2
33,14,0.2503,0.0916,0.01,0.0611,0.0,0.0597,1
33,15,0.2198,0.0916,0.0516,0.1356,0.0,0.0521,3
33,16,0.2075,0.0886,0.0472,0.2318,0.0,0.0587,12
33,17,0.2561,0.0781,0.0108,0.0756,0.0,0.1204,0
33,18,0.2491,0.1105,0.0166,0.1253,0.0,0.0759,4
33,19,0.1411,0.0587,0.2414,0.3658,0.0,0.0292,21
33,20,0.1848,0.0854,0.0618,0.2207,0.0,0.0463,12
33,21,0.1584,0.0787,0.2133,0.3512,0.0,0.0589,11
33,22,0.1507,0.0626,0.2113,0.3795,0.0,0.0405,29
33,23,0.1679,0.0855,0.1935,0.2928,0.0,0.0577,16
33,24,0.1298,0.0436,0.284,0.4668,0.0,0.0231,47
33,25,0.1733,0.0892,0.1767,0.2999,0.0,0.0488,13
33,26,0.1826,0.0849,0.1174,0.269,0.0,0.0695,12
33,27,0.1503,0.0621,0.2247,0.3877,0.0,0.0339,30
33,28,0.1549,0.0633,0.1815,0.3633,0.0,0.0368,24
33,29,0.1761,0.0679,0.1127,0.2373,0.0,0.0553,9
33,30,0.2754,0.0937,0.0014,0.0591,0.0,0.0948,1
33,31,0.1948,0.0649,0.0223,0.1796,0.0,0.0829,2
34,0,0.0466,0.0306,0.9407,0.9086,0.0,0.0167,125
34,1,0.0572,0.025,0.9269,0.8483,0.0,0.0099,115
34,2,0.1726,0.0683,0.1159,0.1848,0.0,0.0796,2
34,3,0.0833,0.03,0.7813,0.7263,0.0,0.0323,96
34,4,0.1809,0.0687,0.0718,0.142,0.0,0.1215,0
34,5,0.1301,0.046,0.2817,0.4063,0.0,0.0472,12
34,6,0.1212,0.045,0.3629,0.4937,0.0,0.024,41
34,7,0.4612,0.0967,0.0,0.0013,0.0,0.2219,0
34,8,0.2275,0.0769,0.0238,0.1307,0.0,0.1207,0
34,9,0.1923,0.0925,0.1113,0.1714,0.0,0.0962,1
34,10,0.1711,0.0805,0.1801,0.2515,0.0,0.0969,1
34,11,0.1737,0.0679,0.108,0.1823,0.0,0.0897,1
34,12,0.1502,0.0372,0.0829,0.4341,0.0,0.0385,57
34,13,0.2271,0.0724,0.015,0.0775,0.0,0.106,0
34,14,0.159,0.0613,0.1501,0.223,0.0,0.0743,2
34,15,0.1764,0.0767,0.1171,0.2172,0.0,0.0939,2
34,16,0.1446,0.0759,0.2047,0.3267,0.0,0.0813,3
34,17,0.1153,0.0654,0.5545,0.5461,0.0,0.0285,28
34,18,0.1254,0.052,0.3464,0.4182,0.0,0.0729,15
34,19,0.3832,0.0977,0.0,0.002,0.0006,0.2004,0
34,20,0.1048,0.0462,0.6045,0.5843,0.0,0.0537,73
34,21,0.1604,0.0881,0.18,0.2933,0.0001,0.0782,4
34,22,0.1094,0.0349,0.4745,0.5425,0.0,0.0404,69
34,23,0.1996,0.0683,0.0349,0.1076,0.0,0.111,0
34,24,0.1255,0.0524,0.3108,0.4338,0.0,0.0569,18
34,25,0.1761,0.0688,0.0568,0.1853,0.0,0.0861,1
34,26,0.1037,0.0302,0.5372,0.5739,0.0,0.0421,61
34,27,0.1766,0.0552,0.0522,0.1981,0.0011,0.0938,2
34,28,0.1232,0.0425,0.302,0.4193,0.0,0.0249,17
34,29,0.135,0.0512,0.2657,0.405,0.0,0.0405,27
34,30,0.2115,0.0652,0.0141,0.1095,0.0,0.0866,1
34,31,0.1203,0.0388,0.3113,0.4408,0.0,0.0461,33
35,0,0.0646,0.0214,0.9561,0.808,0.0,0.0102,105
35,1,0.1729,0.0784,0.166,0.2255,0.0,0.0805,2
35,2,0.1376,0.0638,0.3302,0.3764,0.0,0.0684,2
35,3,0.0832,0.0183,0.8919,0.7286,0.0,0.0202,95
35,4,0.1005,0.0234,0.4992,0.6717,0.0,0.0137,82
35,5,0.1499,0.0712,0.2714,0.319,0.0,0.0954,1
35,6,0.0708,0.0248,0.9094,0.8145,0.0,0.0282,112
35,7,0.1528,0.0813,0.2942,0.3296,0.0,0.0418,2
35,8,0.0468,0.0116,0.9977,0.898,0.0,0.0126,117
35,9,0.1576,0.0842,0.2718,0.3207,0.0,0.053,2
35,10,0.104,0.0322,0.5088,0.5829,0.0,0.0522,75
35,11,0.0694,0.0241,0.9136,0.7858,0.0,0.0159,104
35,12,0.0548,0.0117,0.9979,0.8745,0.0,0.0158,115
35,13,0.13,0.0546,0.323,0.4074,0.0,0.0612,15
35,14,0.314,0.1155,0.0032,0.0294,0.0001,0.0518,2
35,15,0.0586,0.0185,0.9778,0.8597,0.0,0.0178,116
35,16,0.0764,0.0372,0.7928,0.7647,0.0,0.0234,118
35,17,0.124,0.0629,0.4224,0.4637,0.0,0.0331,21
35,18,0.0982,0.06,0.6429,0.6385,0.0,0.0218,72
35,19,0.0881,0.0449,0.6866,0.6854,0.0,0.0511,96
35,20,0.1064,0.0613,0.5864,0.5974,0.0,0.0323,56
35,21,0.083,0.0428,0.7784,0.7384,0.0,0.0303,97
35,22,0.2842,0.1248,0.024,0.0969,0.0,0.1092,0
35,23,0.1603,0.0683,0.1872,0.3069,0.0,0.0462,13
35,24,0.1088,0.0548,0.5449,0.5713,0.0,0.0579,66
35,25,0.1033,0.0594,0.6182,0.617,0.0,0.0614,64
35,26,0.1064,0.0532,0.5522,0.5679,0.0,0.0445,54
35,27,0.0866,0.0417,0.731,0.7026,0.0,0.0246,100
35,28,0.1065,0.0594,0.5942,0.5879,0.0,0.0173,56
35,29,0.1215,0.0471,0.3619,0.4473,0.0,0.0497,23
35,30,0.098,0.047,0.6346,0.631,0.0,0.0285,72
35,31,0.1401,0.0693,0.332,0.4227,0.0,0.0378,30
36,0,0.0513,0.0287,0.9292,0.8795,0.0,0.0069,114
36,1,0.0755,0.0356,0.8239,0.7799,0.0,0.0146,105
36,2,0.0908,0.0248,0.684,0.6692,0.0,0.0208,75
36,3,0.1056,0.0282,0.3942,0.5813,0.0,0.0259,65
36,4,0.0804,0.0244,0.8527,0.7206,0.0,0.0108,91
36,5,0.0656,0.024,0.9229,0.8181,0.0,0.012,116
36,6,0.1899,0.064,0.033,0.2244,0.0,0.0709,8
36,7,0.0862,0.034,0.7098,0.7138,0.0,0.0081,92
36,8,0.2525,0.0415,0.0,0.0594,0.0,0.0455,3
36,9,0.0922,0.0378,0.6826,0.665,0.0,0.0172,75
36,10,0.1314,0.0612,0.3351,0.4486,0.0,0.0285,25
36,11,0.0686,0.0241,0.9167,0.7985,0.0,0.0099,112
36,12,0.0539,0.019,0.9768,0.8747,0.0,0.0063,122
36,13,0.1275,0.0469,0.299,0.4643,0.0,0.0327,37
36,14,0.069,0.0275,0.8884,0.8055,0.0,0.0145,116
36,15,0.0783,0.0283,0.7973,0.7613,0.0,0.0168,99
36,16,0.1524,0.0454,0.0807,0.2557,0.0,0.0659,2
36,17,0.1456,0.0561,0.1841,0.2861,0.0,0.0365,2
36,18,0.1914,0.0761,0.0042,0.0996,0.001,0.0963,1
36,19,0.1893,0.0754,0.0638,0.1843,0.0,0.0315,4
36,20,0.2033,0.0636,0.0205,0.1158,0.0,0.0605,1
36,21,0.1377,0.0374,0.0719,0.3214,0.0,0.065,4
36,22,0.1255,0.0369,0.2436,0.3989,0.0,0.0787,12
36,23,0.2153,0.0778,0.0352,0.0868,0.0,0.1748,0
36,24,0.1472,0.0591,0.1721,0.3067,0.0,0.0623,2
36,25,0.1359,0.0466,0.2167,0.3435,0.0,0.0233,7
36,26,0.3004,0.0858,0.0,0.014,0.0,0.1728,0
36,27,0.3046,0.0972,0.0006,0.0333,0.0,0.0832,1
36,28,0.208,0.0584,0.0035,0.1011,0.0,0.0876,2
36,29,0.1938,0.0963,0.0481,0.1485,0.0001,0.0904,1
36,30,0.1854,0.06,0.014,0.1334,0.0,0.0773,3
36,31,0.1809,0.0401,0.0087,0.1487,0.0,0.0409,2
37,0,0.0588,0.0265,0.9119,0.8409,0.0,0.0071,118
37,1,0.0633,0.015,0.989,0.8087,0.0,0.0105,102
37,2,0.073,0.034,0.806,0.7764,0.0,0.0082,104
37,3,0.0733,0.0332,0.8503,0.7801,0.0,0.0098,98
37,4,0.1126,0.0404,0.4251,0.5897,0.0,0.0118,68
37,5,0.067,0.0212,0.9458,0.8043,0.0,0.0136,106
37,6,0.0677,0.0214,0.9327,0.8001,0.0,0.0084,108
37,7,0.0937,0.0355,0.597,0.6691,0.0,0.0224,80
37,8,0.0691,0.0333,0.8848,0.8136,0.0,0.0073,111
37,9,0.1543,0.0336,0.0045,0.3319,0.0,0.0229,23
37,10,0.1011,0.0457,0.6269,0.6318,0.0,0.0108,60
37,11,0.0646,0.0197,0.967,0.8104,0.0,0.0137,109
37,12,0.0429,0.017,0.9898,0.9003,0.0,0.0062,121
37,13,0.0825,0.0247,0.7793,0.7152,0.0,0.0127,85
37,14,0.0845,0.0258,0.8181,0.7131,0.0,0.014,87
37,15,0.1147,0.029,0.2707,0.5456,0.0,0.0186,52
37,16,0.2174,0.0692,0.0398,0.2887,0.0,0.0458,17
37,17,0.1448,0.055,0.2266,0.3878,0.0,0.0218,29
37,18,0.1452,0.0541,0.1827,0.3715,0.0,0.0405,23
37,19,0.1756,0.0517,0.0519,0.2089,0.0,0.058,9
37,20,0.1966,0.0468,0.0029,0.1206,0.0,0.0498,6
37,21,0.0991,0.0447,0.5962,0.6101,0.0,0.0193,58
37,22,0.0654,0.0277,0.906,0.8325,0.0,0.0181,119
37,23,0.068,0.0222,0.9058,0.8046,0.0,0.0106,101
37,24,0.1363,0.0549,0.2784,0.391,0.0,0.0196,12
37,25,0.1531,0.0668,0.226,0.3272,0.0,0.0158,13
37,26,0.1824,0.0727,0.1257,0.2263,0.0,0.021,9
37,27,0.1721,0.0423,0.0501,0.3532,0.0,0.0122,32
37,28,0.1429,0.0633,0.2611,0.384,0.0,0.0681,9
37,29,0.2122,0.0773,0.0363,0.357,0.0,0.0121,29
37,30,0.2782,0.0728,0.004,0.1255,0.0002,0.0907,2
37,31,0.1639,0.0663,0.1395,0.267,0.0,0.0125,6
38,0,0.0668,0.0354,0.8576,0.8153,0.0,0.0093,108
38,1,0.139,0.0612,0.31,0.4538,0.0001,0.0078,42
38,2,0.0642,0.0316,0.8716,0.8096,0.0,0.0093,110
38,3,0.0816,0.0282,0.7725,0.7153,0.0,0.0134,91
38,4,0.0391,0.0137,0.9953,0.9274,0.0,0.0063,124
38,5,0.0313,0.0109,0.9977,0.9374,0.0,0.008,122
38,6,0.0817,0.04,0.7219,0.7246,0.0,0.0056,87
38,7,0.1056,0.0439,0.5281,0.5991,0.0,0.0081,58
38,8,0.0535,0.0197,0.9762,0.8731,0.0,0.0119,121
38,9,0.1827,0.0367,0.006,0.1959,0.0,0.0529,9
38,10,0.0691,0.0275,0.8726,0.783,0.0,0.011,110
38,11,0.0636,0.0236,0.9367,0.8188,0.0,0.0082,111
38,12,0.0461,0.0143,0.9977,0.9142,0.0001,0.0142,122
38,13,0.0954,0.0436,0.5967,0.6491,0.0,0.0117,71
38,14,0.09,0.0411,0.656,0.6792,0.0,0.0113,80
38,15,0.0325,0.0134,0.9932,0.9591,0.0,0.0101,128
38,16,0.1301,0.068,0.3981,0.4524,0.0,0.0138,9
38,17,0.0284,0.0128,0.9958,0.9592,0.0,0.0059,125
38,18,0.1378,0.0594,0.3006,0.3893,0.0,0.0199,9
38,19,0.132,0.0688,0.3876,0.4346,0.0,0.0527,6
38,20,0.1224,0.0627,0.4341,0.4907,0.0,0.0221,30
38,21,0.1299,0.0571,0.3482,0.4114,0.0,0.0073,8
38,22,0.148,0.0651,0.261,0.3174,0.0,0.0098,5
38,23,0.0275,0.0087,0.9979,0.9708,0.0,0.009,127
38,24,0.1196,0.0667,0.4718,0.5063,0.0,0.0095,19
38,25,0.0697,0.0343,0.8234,0.7776,0.0,0.0129,97
38,26,0.2533,0.074,0.0006,0.0378,0.0,0.1042,0
38,27,0.052,0.0153,0.9905,0.8893,0.0,0.0122,122
38,28,0.1407,0.072,0.3412,0.4065,0.0,0.0156,10
38,29,0.1356,0.0628,0.3133,0.381,0.0,0.021,6
38,30,0.0402,0.0153,0.9912,0.938,0.0,0.017,125
38,31,0.0404,0.0169,0.9959,0.9146,0.0,0.0097,123
39,0,0.0546,0.0266,0.9403,0.8629,0.0,0.0122,114
39,1,0.0358,0.0328,0.9623,0.9473,0.0,0.0208,128
39,2,0.0754,0.0435,0.7806,0.7689,0.0,0.0468,126
39,3,0.0747,0.0435,0.7986,0.7791,0.0,0.0369,121
39,4,0.0553,0.0351,0.9359,0.9069,0.0,0.0164,126
39,5,0.0495,0.0216,0.98,0.8804,0.0,0.0077,116
39,6,0.1502,0.0787,0.269,0.3385,0.0,0.0907,3
39,7,0.0422,0.0199,0.9909,0.9141,0.0,0.0114,119
39,8,0.0535,0.0316,0.9346,0.9107,0.0,0.0256,128
39,9,0.0642,0.0381,0.8593,0.8351,0.0,0.0094,126
39,10,0.0317,0.0122,0.9977,0.949,0.0,0.0106,124
39,11,0.0899,0.0474,0.6924,0.6885,0.0,0.0272,106
39,12,0.0564,0.0352,0.9238,0.9046,0.0,0.0335,126
39,13,0.0683,0.0378,0.8341,0.813,0.0,0.0316,126
39,14,0.0763,0.0473,0.7874,0.7712,0.0,0.0364,120
39,15,0.0699,0.0465,0.8946,0.8649,0.0,0.0394,128
39,16,0.1519,0.0873,0.3446,0.393,0.0,0.07,5
39,17,0.0354,0.0173,0.9929,0.9489,0.0,0.0134,127
39,18,0.0849,0.0579,0.7153,0.7178,0.0,0.0237,112
39,19,0.0712,0.046,0.799,0.7863,0.0,0.0342,124
39,20,0.043,0.0238,0.9785,0.9287,0.0,0.02,126
39,21,0.0559,0.0425,0.9126,0.8807,0.0,0.0245,124
39,22,0.0946,0.057,0.6609,0.6683,0.0,0.0229,81
39,23,0.0756,0.0467,0.768,0.7604,0.0,0.0439,123
39,24,0.0633,0.0424,0.8622,0.8408,0.0,0.024,127
39,25,0.1105,0.0724,0.5578,0.5908,0.0,0.0355,47
39,26,0.069,0.0507,0.8325,0.8102,0.0,0.034,113
39,27,0.0533,0.0333,0.9158,0.884,0.0,0.0269,125
39,28,0.0582,0.0366,0.9053,0.8727,0.0,0.0217,124
39,29,0.0862,0.053,0.6716,0.6942,0.0,0.0385,103
39,30,0.1021,0.066,0.5973,0.6233,0.0,0.0349,56
39,31,0.088,0.0615,0.6729,0.683,0.0,0.0451,100
40,0,0.075,0.0308,0.8013,0.7291,0.0,0.0117,87
40,1,0.0424,0.0137,0.9964,0.9196,0.0,0.0098,121
40,2,0.1272,0.0208,0.04,0.4404,0.0001,0.0135,46
40,3,0.0293,0.0105,0.9979,0.9523,0.0,0.0082,126
40,4,0.1307,0.0665,0.4002,0.4674,0.0,0.0171,25
40,5,0.0692,0.026,0.8949,0.7974,0.0,0.0216,112
40,6,0.0629,0.0236,0.9343,0.8197,0.0,0.0111,114
40,7,0.0279,0.0095,0.9979,0.9672,0.0,0.0076,128
40,8,0.0401,0.0194,0.9812,0.9274,0.0,0.0148,122
40,9,0.0344,0.0098,0.9979,0.9533,0.0,0.0064,127
40,10,0.0314,0.0097,0.9979,0.9638,0.0,0.0122,127
40,11,0.0494,0.0155,0.9968,0.8863,0.0,0.0107,116
40,12,0.0291,0.0091,0.9979,0.9595,0.0,0.0099,125
40,13,0.0268,0.0095,0.9979,0.9637,0.0,0.0096,126
40,14,0.0362,0.0111,0.9979,0.941,0.0,0.0058,124
40,15,0.0308,0.0143,0.9948,0.9581,0.0009,0.0088,126
40,16,0.036,0.0131,0.9963,0.939,0.0,0.0045,126
40,17,0.0355,0.012,0.9977,0.9419,0.0,0.0086,126
40,18,0.0729,0.0396,0.8381,0.7702,0.0,0.0076,97
40,19,0.0324,0.0172,0.9865,0.9523,0.0,0.007,128
40,20,0.0662,0.0217,0.9386,0.8108,0.0,0.0107,109
40,21,0.1792,0.0436,0.0056,0.2579,0.0,0.0619,11
40,22,0.0919,0.0514,0.7127,0.6806,0.0,0.0126,83
40,23,0.07,0.0307,0.8394,0.7751,0.0,0.0079,97
40,24,0.1458,0.0481,0.1614,0.446,0.0,0.022,43
40,25,0.1169,0.044,0.4389,0.5353,0.0,0.0152,53
40,26,0.0279,0.0096,0.9979,0.9605,0.0,0.0032,125
40,27,0.0467,0.0165,0.9961,0.8981,0.0,0.0044,123
40,28,0.0884,0.0385,0.7051,0.7034,0.0,0.0077,81
40,29,0.0989,0.0304,0.5785,0.6466,0.0,0.0089,80
40,30,0.0184,0.0083,0.9979,0.9764,0.0,0.0053,126
40,31,0.0623,0.031,0.8888,0.8057,0.0,0.0039,103
41,0,0.0217,0.0098,0.9978,0.9818,0.0,0.0055,128
41,1,0.0289,0.0181,0.981,0.9634,0.0,0.006,128
41,2,0.0567,0.0288,0.9208,0.8372,0.0,0.0057,114
41,3,0.0242,0.0125,0.9975,0.9769,0.0,0.008,128
41,4,0.043,0.0213,0.9757,0.9204,0.0,0.0084,127
41,5,0.0305,0.0135,0.9978,0.9339,0.0,0.0063,118
41,6,0.0879,0.0442,0.6976,0.6681,0.0,0.0063,74
41,7,0.0274,0.0118,0.9976,0.9675,0.0,0.0078,127
41,8,0.0247,0.0117,0.9979,0.9773,0.0,0.0045,128
41,9,0.0313,0.0141,0.9973,0.9345,0.0,0.0036,116
41,10,0.0215,0.0089,0.9979,0.9714,0.0,0.0062,126
41,11,0.0172,0.008,0.9979,0.986,0.0,0.0048,128
41,12,0.0634,0.0345,0.8704,0.8246,0.0,0.0069,126
41,13,0.0281,0.0127,0.9978,0.9666,0.0,0.0048,128
41,14,0.0992,0.0344,0.5517,0.5907,0.0,0.0204,55
41,15,0.0262,0.0105,0.9979,0.9645,0.0,0.0095,127
41,16,0.0304,0.0099,0.9979,0.9695,0.0001,0.0068,126
41,17,0.113,0.0448,0.4526,0.519,0.0,0.0229,35
41,18,0.0279,0.0107,0.9979,0.9723,0.0,0.011,126
41,19,0.0244,0.0122,0.9978,0.9618,0.0,0.005,126
41,20,0.0289,0.011,0.9977,0.9683,0.0,0.011,127
41,21,0.0252,0.0095,0.9979,0.9607,0.0,0.0052,124
41,22,0.0896,0.0413,0.6574,0.6573,0.0,0.0077,74
41,23,0.0375,0.0157,0.9967,0.9429,0.0,0.0103,128
41,24,0.0501,0.0268,0.9362,0.886,0.0002,0.0051,118
41,25,0.0228,0.0094,0.9979,0.966,0.0,0.0067,123
41,26,0.0213,0.0091,0.9979,0.9556,0.0,0.0037,122
41,27,0.0308,0.0136,0.9963,0.9607,0.0,0.0085,127
41,28,0.023,0.0106,0.9979,0.9645,0.0,0.0046,124
41,29,0.0837,0.0435,0.6974,0.6899,0.0,0.008,89
41,30,0.022,0.0087,0.9979,0.9819,0.0,0.0051,128
41,31,0.0255,0.0101,0.9979,0.9445,0.0,0.005,122
42,0,0.0303,0.0074,0.9979,0.9315,0.0,0.005,119
42,1,0.0304,0.0084,0.9979,0.9565,0.0,0.0013,127
42,2,0.0252,0.0066,0.9979,0.9638,0.0,0.0039,126
42,3,0.0782,0.0189,0.8933,0.6984,0.0,0.0118,84
42,4,0.0706,0.0307,0.8507,0.7658,0.0,0.0043,101
42,5,0.0709,0.0289,0.8593,0.7665,0.0,0.0117,98
42,6,0.0294,0.0082,0.9979,0.9616,0.0,0.0049,126
42,7,0.0329,0.008,0.9979,0.9439,0.0,0.0092,123
42,8,0.0307,0.0078,0.9979,0.9545,0.0,0.006,124
42,9,0.0264,0.007,0.9979,0.9694,0.0,0.0086,127
42,10,0.0405,0.0147,0.9886,0.917,0.0,0.0075,124
42,11,0.0589,0.0186,0.9622,0.7834,0.0,0.005,101
42,12,0.028,0.0072,0.9979,0.9549,0.0,0.0057,125
42,13,0.1151,0.0396,0.4042,0.5894,0.0,0.0053,76
42,14,0.0334,0.0087,0.9979,0.9311,0.0,0.0043,120
42,15,0.0376,0.0086,0.9978,0.9362,0.0,0.0077,123
42,16,0.0519,0.0286,0.9068,0.8743,0.0,0.0066,118
42,17,0.0712,0.0308,0.8178,0.7909,0.0,0.0066,100
42,18,0.0368,0.0224,0.9626,0.9326,0.0,0.0045,126
42,19,0.0479,0.0217,0.9758,0.8846,0.0,0.0102,119
42,20,0.117,0.0376,0.3877,0.5212,0.0,0.0165,55
42,21,0.0375,0.0202,0.9838,0.9268,0.0,0.0052,125
42,22,0.0547,0.0206,0.9627,0.861,0.0,0.008,119
42,23,0.0378,0.0153,0.9975,0.9322,0.0,0.0021,126
42,24,0.0495,0.0159,0.9976,0.8777,0.0,0.0038,118
42,25,0.0458,0.0189,0.975,0.8908,0.0,0.0054,116
42,26,0.0747,0.0329,0.8077,0.7621,0.0,0.0173,104
42,27,0.0509,0.0176,0.9892,0.8422,0.0,0.006,108
42,28,0.042,0.0199,0.9889,0.9135,0.0,0.0083,121
42,29,0.0275,0.012,0.9979,0.9626,0.0,0.0059,127
42,30,0.0694,0.0189,0.9467,0.7926,0.0001,0.0107,107
42,31,0.0368,0.0136,0.9973,0.9285,0.0,0.004,123
43,0,0.0627,0.0144,0.9941,0.8342,0.0,0.0112,110
43,1,0.0693,0.0225,0.9158,0.7905,0.0,0.0108,106
43,2,0.2006,0.0604,0.0596,0.2021,0.0,0.0178,9
43,3,0.0692,0.0222,0.9046,0.7883,0.0,0.0156,104
43,4,0.0751,0.0252,0.8672,0.7737,0.0,0.0214,107
43,5,0.0786,0.042,0.8017,0.7528,0.0,0.0201,101
43,6,0.1037,0.0314,0.5312,0.5749,0.0,0.0082,69
43,7,0.0594,0.0209,0.9593,0.8479,0.0,0.012,117
43,8,0.0692,0.0224,0.9084,0.7832,0.0,0.006,98
43,9,0.073,0.0274,0.8598,0.7696,0.0,0.0082,101
43,10,0.0674,0.0248,0.9136,0.785,0.0,0.011,101
